college_name,college_link,duration,fees,rank,placement,c_type
"SNS College of Technology, Coimbatore",https://www.collegesearch.in/colleges/sns-college-of-technology-coimbatore,4 Years,,,,
"Malla Reddy College of Engineering & Technology, Hyderabad",https://www.collegesearch.in/colleges/malla-reddy-college-of-engineering-technology-hyderabad,4 Years,,,,
"Lords Institute of Engineering & Technology, Hyderabad",https://www.collegesearch.in/colleges/lords-institute-of-engineering-technology-hyderabad,4 Years,"Rs 1,26,000/-",,,
"Seth Jai Prakash Mukand Lal Institute of Engineering & Technology - Radaur (JMIT Radaur), Yamuna Nagar",https://www.collegesearch.in/colleges/seth-jai-prakash-mukand-lal-institute-of-engineering-technology-radaur-jmit-radaur-yamuna-nagar,4 Years,"Rs 2,26,560/-",,"Average -Rs.
                                3.5 L.P.A/-",
"Baba Banda Singh Bahadur Engineering College, Chandigarh",https://www.collegesearch.in/colleges/baba-banda-singh-bahadur-engineering-college,4 Years,"Rs 3,50,000/-",,,
"Godavari Institute of Engineering & Technology (GIET), East godavari",https://www.collegesearch.in/colleges/godavari-institute-of-engineering-technology-giet,4 Years,,,,
"Sambhram Institute of Technology, Bangalore",https://www.collegesearch.in/colleges/sambhram-institute-of-technology-bangalore,4 Years,"Rs 5,50,000/-",,"Average -Rs.
                                2.5 L.P.A/-",
"Jims Engineering Management Technical Campus, Greater Noida",https://www.collegesearch.in/colleges/jims-engineering-management-technical-campus-greater-noida,4 Years,"Rs 4,64,200/-",,,
"MCKV Institute of Engineering, Kolkata",https://www.collegesearch.in/colleges/mckv-institute-of-engineering,4 Years,"Rs 3,61,200/-",,"Average -Rs.
                                3.9 L.P.A/-",
"KCG College of Technology, Chennai",https://www.collegesearch.in/colleges/kcg-college-of-technology-chennai,4 Years,,,,
"Rajagiri School of Engineering & Technology, Kochi",https://www.collegesearch.in/colleges/rajagiri-school-of-engineering-technology-kochi,4 Years,"Rs 3,40,000/-",,,
"Sardar Vallabhbhai Patel Institute of Technology (SVIT), Anand",https://www.collegesearch.in/colleges/sardar-vallabhbhai-patel-institute-of-technology-svit-anand,4 Years,"Rs 2,96,000/-",,,
"Shoolini University, Solan",https://www.collegesearch.in/university/shoolini-university-solan,4 Years,"Rs 3,93,800/-",,,State Private University
"Amal Jyothi College of Engineering, Kottayam",https://www.collegesearch.in/colleges/amal-jyothi-college-of-engineering-kottayam,4 Years,"Rs 3,40,000/-",,,
"Roorkee College of Engineering, Roorkee",https://www.collegesearch.in/colleges/roorkee-college-of-engineering-roorkee,4 Years,"Rs 4,04,600/-",,"Average -Rs.
                                4 L.P.A/-Highest -Rs.
                                15 L.P.A/-",
"VIT AP University, Amaravati",https://www.collegesearch.in/university/vit-ap-university,4 Years,,,,
"Guru Tegh Bahadur Institute of Technology (GTBIT), Delhi",https://www.collegesearch.in/colleges/guru-tegh-bahadur-institute-of-technology-gtbit-delhi,4 Years,"Rs 4,26,000/-",,,
Anjalai Ammal-Mahalingam Engineering College,https://www.collegesearch.in/colleges/anjalai-ammal-mahalingam-engineering-college,4 Years,"Rs 2,56,000/-",,"Average -Rs.
                                .90 L.P.A/-Highest -Rs.
                                .60 L.P.A/-",
"VES Institute of Technology (VESIT), Mumbai",https://www.collegesearch.in/colleges/ves-institute-of-technology-vesit-mumbai,4 Years,"Rs 3,40,000/-",,"Average -Rs.
                                3.02 L.P.A/-",
"Raj Kumar Goel Institute of Technology - RKGIT, Ghaziabad",https://www.collegesearch.in/colleges/raj-kumar-goel-institute-of-technology-ghaziabad,4 Years,"Rs 4,17,000/-",,,
"Narayana Engineering College - Nellore, Nellore",https://www.collegesearch.in/colleges/narayana-engineering-college-nellore,4 Years,"Rs 2,23,000/-",,"Average -Rs.
                                3.30 L.P.A/-",
"Maya Group of Colleges, Dehradun",https://www.collegesearch.in/colleges/maya-group-of-colleges-dehradun,4 Years,,,,
"Anand Engineering College, Agra",https://www.collegesearch.in/colleges/anand-engineering-college-agra,4 Years,"Rs 4,90,000/-",,"Highest -Rs.
                                7.2 L.P.A/-",
"RMD Engineering College, Thiruvallur",https://www.collegesearch.in/colleges/rmd-engineering-college,4 Years,"Rs 1,60,000/-",,"Average -Rs.
                                3.5 L.P.A/-",
"SA Engineering College, Chennai",https://www.collegesearch.in/colleges/sa-engineering-college-chennai,4 Years,,,"Average -Rs.
                                2.4 L.P.A/-",
"Velalar College of Engineering & Technology, Erode",https://www.collegesearch.in/colleges/velalar-college-of-engineering-technology-erode,4 Years,,,"Average -Rs.
                                2.165 L.P.A/-Highest -Rs.
                                3.25 L.P.A/-",
"Brainware University, Kolkata",https://www.collegesearch.in/university/brainware-university-kolkata,4 Years,"Rs 4,48,000/-",,,State Private University
Government College of Engineering - Keonjhar,https://www.collegesearch.in/colleges/government-college-of-engineering-keonjhar,4 Years,,,,
"Vira College of Engineering, Bijnor",https://www.collegesearch.in/colleges/vira-college-of-engineering-bijnor,4 Years,"Rs 2,22,400/-",,,
"Mahendra Engineering College, Namakkal",https://www.collegesearch.in/colleges/mahendra-engineering-college,4 Years,,,"Average -Rs.
                                1.4 L.P.A/-Highest -Rs.
                                7.8 L.P.A/-",
"The Oxford College of Engineering, Bangalore",https://www.collegesearch.in/colleges/the-oxford-college-of-engineering-bangalore,4 Years,,,,
"APS College of Engineering, Bangalore",https://www.collegesearch.in/colleges/aps-college-of-engineering-bangalore,4 Years,"Rs 72,360/-",,"Average -Rs.
                                2.4 L.P.A/-Highest -Rs.
                                25 L.P.A/-",
"AVC College of Engineering, Nagapattinam",https://www.collegesearch.in/colleges/avc-college-of-engineering,4 Years,,,,
"KLS Gogte Institute of Technology, Belgaum",https://www.collegesearch.in/colleges/kls-gogte-institute-of-technology-belgaum,4 Years,"Rs 5,50,000/-",,,
"Al-Falah School of Engineering & Technology, Faridabad",https://www.collegesearch.in/colleges/al-falah-school-of-engineering-technology-faridabad,4 Years,,,,Autonomous
"Pailan College of Management & Technology (PCMT), Kolkata",https://www.collegesearch.in/colleges/pailan-college-of-management-technology-pcmt-kolkata,4 Years,"Rs 3,17,200/-",,,
KMBB College of Engineering and Technology,https://www.collegesearch.in/colleges/kmbb-college-of-engineering-and-technology,4 Years,"Rs 2,12,000/-",,,
"Adichunchanagiri Institute of Technology, Chikmagalur",https://www.collegesearch.in/colleges/adichunchanagiri-institute-of-technology-chikmagalur,4 Years,"Rs 5,00,000/-",,"Average -Rs.
                                2.75 L.P.A/-",
"Phonics Group of Institutions, Roorkee",https://www.collegesearch.in/colleges/phonics-group-of-institutions-roorkee,4 Years,,,,
"CSI College of Engineering, Ooty",https://www.collegesearch.in/colleges/csi-college-of-engineering,4 Years,,,,
"PTR College of Engineering & Technology, Madurai",https://www.collegesearch.in/colleges/ptr-college-of-engineering-technology-madurai,4 Years,,,,
"Sri Ramakrishna Institute of Technology, Coimbatore",https://www.collegesearch.in/colleges/sri-ramakrishna-institute-of-technology-coimbatore,4 Years,,,"Average -Rs.
                                3.6 L.P.A/-",
"KG Reddy College Of Engineering and Technology (UGC Autonomous), Hyderabad",https://www.collegesearch.in/colleges/kg-reddy-college-of-engineering-and-technology,4 Years,"Rs 3,12,000/-",,,
"PET Engineering College, Tirunelveli",https://www.collegesearch.in/colleges/pet-engineering-college,4 Years,"Rs 1,50,000/-",,"Average -Rs.
                                2.54 L.P.A/-",
"Aditya Institute of Technology and Management, Tekkali",https://www.collegesearch.in/colleges/aditya-institute-of-technology-and-management-tekkali,4 Years,"Rs 1,40,000/-",,,Autonomous
"Kanpur Institute of Technology, Kanpur",https://www.collegesearch.in/colleges/kanpur-institute-of-technology-kanpur,4 Years,"Rs 4,40,000/-",,,
"Future Institute of Engineering and Management, Kolkata",https://www.collegesearch.in/colleges/future-institute-of-engineering-and-management-kolkata,4 Years,"Rs 3,32,000/-",,,
"St Xavier&rsquo;s Catholic College of Engineering, Kanyakumari",https://www.collegesearch.in/colleges/st-xaviers-catholic-college-of-engineering-kanyakumari,4 Years,,,,
"Kamaraj College of Engineering & Technology, Virudhunagar",https://www.collegesearch.in/colleges/kamaraj-college-of-engineering-technology,4 Years,,,,
"Guru Nanak Dev Engineering College, Bidar",https://www.collegesearch.in/colleges/guru-nanak-dev-engineering-college-bidar,4 Years,"Rs 3,40,000/-",,"Average -Rs.
                                3.0 L.P.A/-",
"CT Group of Institutions, Jalandhar",https://www.collegesearch.in/colleges/ct-group-of-institutions-jalandhar,4 Years,"Rs 3,60,920/-",,,
"MEA Engineering College, Malappuram",https://www.collegesearch.in/colleges/mea-engineering-college-malappuram,4 Years,"Rs 3,25,840/-",,,
"Annasaheb Dange College of Engineering & Technology, Sangli",https://www.collegesearch.in/colleges/annasaheb-dange-college-of-engineering-technology-sangli,4 Years,"Rs 66,667/-",,"Average -Rs.
                                2 L.P.A/-Highest -Rs.
                                2.2 L.P.A/-",
"Aligarh College of Engineering & Technology, Aligarh",https://www.collegesearch.in/colleges/aligarh-college-of-engineering-technology-aligarh,4 Years,,,,
"Geetanjali Institute of Technical Studies (GITS), Udaipur",https://www.collegesearch.in/colleges/geetanjali-institute-of-technical-studies-udaipur,4 Years,"Rs 3,18,000/-",,"Average -Rs.
                                3.25 L.P.A/-",
"International Institute of Information Technology - ISquareIT, Pune",https://www.collegesearch.in/colleges/international-institute-of-information-technology-iiit-pune,4 Years,"Rs 2,88,750/-",,,
"DN Patel College of Engineering, Nandurbar",https://www.collegesearch.in/colleges/dn-patel-college-of-engineering,4 Years,"Rs 2,00,000/-",,"Average -Rs.
                                2.0 L.P.A/-",
"Kodaikanal Institute of Technology, Dindigul",https://www.collegesearch.in/colleges/kodaikanal-institute-of-technology,4 Years,"Rs 2,80,000/-",,,
"Adarsh Institute of Management & Information Technology, Bangalore",https://www.collegesearch.in/colleges/adarsh-institute-of-management-information-technology-bangalore,4 Years,,,,
"School of Engineering & Technology - IGNOU, Delhi",https://www.collegesearch.in/colleges/school-of-engineering-technology-ignou-delhi,4 Years,"Rs 20,000/-",,,
"Usha Mittal Institute of Technology, Mumbai",https://www.collegesearch.in/colleges/usha-mittal-institute-of-technology-mumbai,4 Years,"Rs 4,25,000/-",,,
"SACS MAVMM Engineering College, Madurai",https://www.collegesearch.in/colleges/sacs-mavmm-engineering-college-madurai,4 Years,"Rs 1,60,000/-",,"Average -Rs.
                                2.4 L.P.A/-",
"PA College of Engineering, Mangalore",https://www.collegesearch.in/colleges/pa-college-of-engineering-mangalore,4 Years,,,"Average -Rs.
                                2.76 L.P.A/-",
"RNS Institute of Technology, Bangalore",https://www.collegesearch.in/colleges/rns-institute-of-technology-bangalore,4 Years,,,,
"College of Agricultural Engineering, Guntur",https://www.collegesearch.in/colleges/college-of-agricultural-engineering-guntur,4 Years,,,,
"Bharat Institute of Technology, Meerut",https://www.collegesearch.in/colleges/bharat-institute-of-technology-meerut,4 Years,"Rs 4,01,400/-",,"Average -Rs.
                                2.58 L.P.A/-Highest -Rs.
                                3.18 L.P.A/-",
"Trident Group of Institutions (TGI), Ghaziabad",https://www.collegesearch.in/colleges/trident-group-of-institutions-tgi-ghaziabad,4 Years,"Rs 3,40,600/-",,"Average -Rs.
                                1.8 L.P.A/-Highest -Rs.
                                5.4 L.P.A/-",
"GKM College of Engineering & Technology, Chennai",https://www.collegesearch.in/colleges/gkm-college-of-engineering-technology-chennai,4 Years,,,,
"Kolhapur Institute of Technology&rsquo;s College of Engineering, Kolhapur",https://www.collegesearch.in/colleges/kolhapur-institute-of-technologys-college-of-engineering-kolhapur,4 Years,,,,
"Gopalan College of Engineering and Management (GCEM), Bangalore",https://www.collegesearch.in/colleges/gopalan-college-of-engineering-and-management-gcem-bangalore,4 Years,"Rs 5,54,000/-",,,
"ICFAI University, Ranchi",https://www.collegesearch.in/university/icfai-university-jharkhand-ranchi,4 Years,"Rs 3,50,000/-",,,State Private University
"Anjuman College of Engineering & Technology, Nagpur",https://www.collegesearch.in/colleges/anjuman-college-of-engineering-technology-nagpur,4 Years,"Rs 3,52,000/-",,"Average -Rs.
                                3.6 L.P.A/-",
"Lakshmi Narain College of Technology, Indore",https://www.collegesearch.in/colleges/lakshmi-narain-college-of-technology-indore,4 Years,"Rs 1,20,000/-",,,
"Annamacharya Institute of Technology & Sciences, Kadapa",https://www.collegesearch.in/colleges/annamacharya-institute-of-technology-sciences-kadapa,4 Years,"Rs 3,39,600/-",,"Average -Rs.
                                2.47 L.P.A/-",
"Hitkarini College of Engineering & Technology, Jabalpur",https://www.collegesearch.in/colleges/hitkarini-college-of-engineering-technology-jabalpur,4 Years,"Rs 1,13,000/-",,"Average -Rs.
                                3.1 L.P.A/-",
"Swami Parmanand College of Engineering and Technology (SPCET), Chandigarh",https://www.collegesearch.in/colleges/swami-parmanand-college-of-engineering-and-technology-spcet-chandigarh,4 Years,"Rs 2,60,000/-",,"Average -Rs.
                                1.4 L.P.A/-Highest -Rs.
                                2.4 L.P.A/-",
"Shri Andal Alagar College of Engineering, Chengalpattu",https://www.collegesearch.in/colleges/shri-andal-alagar-college-of-engineering,4 Years,"Rs 1,80,000/-",,,
"Narayanaguru College of Engineering, Kanyakumari",https://www.collegesearch.in/colleges/narayanaguru-college-of-engineering-kanyakumari,4 Years,,,"Average -Rs.
                                3.5 L.P.A/-Highest -Rs.
                                8.0 L.P.A/-",
